store,category,mid_category,product_id,name,price,discount,url
Spar,sadje in zelenjava,sveza zelenjava,492056,Pear 250g,"1,59 €",,https://www.spar.si/online/sampinjoni-spar-250g/p/492056
Spar,sadje in zelenjava,sveza zelenjava,486528,Tea 80g,"3,49 €",,https://www.spar.si/online/mesanica-suhih-gob-z-jurcki-despar-80g/p/486528
Spar,sadje in zelenjava,sveza zelenjava,586799,Grains 500g,"1,99 €",,https://www.spar.si/online/sampinjoni-rjavi-s-budget-500g/p/586799
Spar,sadje in zelenjava,sveza zelenjava,379317,Berries 500g,"1,79 €",,https://www.spar.si/online/sampinjoni-beli-s-budget-500g/p/379317
Spar,sadje in zelenjava,sveza zelenjava,485121,Pear 500g,"2,49 €",,https://www.spar.si/online/bio-bucke-spar-naturpur-500g/p/485121
Spar,sadje in zelenjava,sveza zelenjava,481706,Miso 1000g,"2,98 €",,https://www.spar.si/online/kislo-zelje-za-sarmo-spar-1kg/p/481706
Spar,sadje in zelenjava,sveza zelenjava,547983,Miso 660g,"1,79 €",,https://www.spar.si/online/kislo-zelje-spar-660g/p/547983
Spar,sadje in zelenjava,sveza zelenjava,543001,Miso 500g,"1,49 €",,https://www.spar.si/online/kislo-zelje-spar-500g/p/543001
Spar,sadje in zelenjava,sveza zelenjava,339633,Miso 1000g,"1,89 €",,https://www.spar.si/online/kislo-zelje-spar-1kg/p/339633
Spar,sadje in zelenjava,sveza zelenjava,483849,Pear 500g,"2,29 €",,https://www.spar.si/online/bio-zelena-gomolj-spar-naturpur-500g/p/483849
Spar,sadje in zelenjava,sveza zelenjava,508832,Pear 400g,"2,49 €","REDNA CENA 3,49 €",https://www.spar.si/online/paradiznik-papeletto-spar-400g/p/508832
Spar,sadje in zelenjava,sveza zelenjava,484993,Pear 250g,"1,99 €",,https://www.spar.si/online/bio-paradiznik-daterino-spar-naturpur-250g/p/484993
Spar,sadje in zelenjava,sveza zelenjava,483820,Pear 500g,"3,19 €",,https://www.spar.si/online/bio-paradiznik-spar-naturpur-500g/p/483820
Spar,sadje in zelenjava,sveza zelenjava,483823,Pear 250g,"1,99 €",,https://www.spar.si/online/bio-cesnjev-paradiznik-spar-naturpur-250g/p/483823
Spar,sadje in zelenjava,sveza zelenjava,483004,Paprika 400g,"3,49 €",,https://www.spar.si/online/bio-paprika-spar-naturpur-400g/p/483004
Spar,sadje in zelenjava,sveza zelenjava,483897,Pear 400g,"3,99 €",,https://www.spar.si/online/bio-strocji-fizol-spar-naturpur-400g-pakirano/p/483897
Spar,sadje in zelenjava,sveza zelenjava,645982,Tuna 500g,"1,69 €",,https://www.spar.si/online/jusna-zelenjava-spar-500g/p/645982
Spar,sadje in zelenjava,sveza zelenjava,483804,Vinegar 300g,"2,99 €",,https://www.spar.si/online/bio-ingver-spar-naturpur-300g/p/483804
Spar,sadje in zelenjava,sveza zelenjava,483817,Tuna 500g,"2,99 €",,https://www.spar.si/online/bio-jusna-zelenjava-spar-naturpur-500g/p/483817
Spar,sadje in zelenjava,sveza zelenjava,512193,Tuna 400g,"1,29 €",,https://www.spar.si/online/jusna-zelenjava-s-budget-400g/p/512193
Spar,sadje in zelenjava,sveza zelenjava,291650,Paprika 1000g,"0,70 €",,https://www.spar.si/online/articoka-1kg/p/291650
Spar,sadje in zelenjava,sveze sadje,558016,Salami 2000g,"2,99 €",,https://www.spar.si/online/jabolka-gala-2kg-spar-pakirano/p/558016
Spar,sadje in zelenjava,sveze sadje,653237,Mango 500g,"3,79 €",,https://www.spar.si/online/mango-v-kosckih-spar-500g/p/653237
Spar,sadje in zelenjava,sveze sadje,568097,Banana 1000g,"1,00 €",,https://www.spar.si/online/bio-banane-spar-naturpur-1kg-nepakirano/p/568097
Spar,sadje in zelenjava,sveze sadje,484992,Avocado oil 300g,"3,99 €",,https://www.spar.si/online/bio-avokado-spar-naturpur-300g/p/484992
Spar,sadje in zelenjava,sveze sadje,660316,Brown rice 125g,"2,49 €",,https://www.spar.si/online/bio-borovnice-spar-naturpur-125g/p/660316
Spar,sadje in zelenjava,sveze sadje,558016,Salami 2000g,"2,99 €",,https://www.spar.si/online/jabolka-gala-2kg-spar-pakirano/p/558016
Spar,sadje in zelenjava,sveze sadje,653237,Mango 500g,"3,79 €",,https://www.spar.si/online/mango-v-kosckih-spar-500g/p/653237
Spar,sadje in zelenjava,sveze sadje,484735,Cream 600g,"1,99 €",,https://www.spar.si/online/bio-rdeca-jabolka-spar-naturpur-600g/p/484735
Spar,sadje in zelenjava,sveze sadje,483799,Pear 500g,"2,49 €",,https://www.spar.si/online/bio-hruske-spar-naturpur-500g/p/483799
Spar,sadje in zelenjava,sveze sadje,568097,Banana 1000g,"1,00 €",,https://www.spar.si/online/bio-banane-spar-naturpur-1kg-nepakirano/p/568097
Spar,sadje in zelenjava,sveze sadje,11638,Banana 1000g,"0,70 €",,https://www.spar.si/online/banane-1kg/p/11638
Spar,sadje in zelenjava,sveze sadje,482801,Orange 1000g,"2,69 €",,https://www.spar.si/online/bio-pomarance-spar-naturpur-1kg/p/482801
Spar,sadje in zelenjava,sveze sadje,482802,Lime 500g,"1,49 €",,https://www.spar.si/online/bio-limone-spar-naturpur-500g/p/482802
Spar,sadje in zelenjava,sveze sadje,443890,Lime 500g,"0,99 €",,https://www.spar.si/online/limone-s-budget-500g-pakirano/p/443890
Spar,sadje in zelenjava,sveze sadje,484246,Orange 1000g,"1,04 €","REDNA CENA 1,39 €",https://www.spar.si/online/pomarance-natalia-1kg/p/484246
Spar,sadje in zelenjava,sveze sadje,215164,Lime 1000g,"1,05 €",,https://www.spar.si/online/limeta-1kg/p/215164
Spar,sadje in zelenjava,sveze sadje,436055,Bread 500g,"2,49 €",,https://www.spar.si/online/grozdje-rdece-namizno-brez-pesk-500g/p/436055
Spar,sadje in zelenjava,sveze sadje,304714,Bread 500g,"2,99 €",,https://www.spar.si/online/grozdje-belo-namizno-brez-pesk-500g/p/304714
Spar,sadje in zelenjava,sveze sadje,523177,Mango 400g,"3,99 €",,https://www.spar.si/online/bio-mango-spar-naturpur-400g/p/523177
Spar,sadje in zelenjava,sveze sadje,339362,Paprika 200g,"3,49 €",,https://www.spar.si/online/pasijonka-200g-pakirano/p/339362
Spar,sadje in zelenjava,sveze sadje,339422,Cream 300g,"4,99 €",,https://www.spar.si/online/rdeca-pitaja-300g-pakirano/p/339422
Spar,sadje in zelenjava,sveze sadje,51482,Mango 1000g,"1,99 €",,https://www.spar.si/online/mango-1kg/p/51482
Spar,sadje in zelenjava,sveze sadje,51483,Paprika 1000g,"2,10 €",,https://www.spar.si/online/papaja-1kg/p/51483
Spar,sadje in zelenjava,sveze sadje,484992,Avocado oil 300g,"3,99 €",,https://www.spar.si/online/bio-avokado-spar-naturpur-300g/p/484992
Spar,sadje in zelenjava,sveze sadje,660316,Brown rice 125g,"2,49 €",,https://www.spar.si/online/bio-borovnice-spar-naturpur-125g/p/660316
Spar,sadje in zelenjava,sveze sadje,483821,Pear 500g,"2,79 €",,https://www.spar.si/online/bio-kivi-spar-naturpur-500g/p/483821
Spar,sadje in zelenjava,sveze sadje,643857,Pear 400g,"3,99 €",,https://www.spar.si/online/jagode-spar-premium-400g-pakirano/p/643857
Spar,sadje in zelenjava,sveze sadje,317843,Potato 1000g,"2,85 €",,https://www.spar.si/online/rezan-ananas-spar-to-go-1kg/p/317843
Spar,sadje in zelenjava,suho sadje in orescki,200489,Pear 200g,"2,99 €",,https://www.spar.si/online/lesniki-jedrca-spar-200g/p/200489
Spar,sadje in zelenjava,suho sadje in orescki,553078,Pear 100g,"1,49 €",,https://www.spar.si/online/kandirane-cesnje-spar-100g/p/553078
Spar,sadje in zelenjava,suho sadje in orescki,340799,Lentils 200g,"1,79 €","REDNA CENA 1,99 €",https://www.spar.si/online/mleti-orehi-spar-200g/p/340799
Spar,sadje in zelenjava,suho sadje in orescki,274032,Tea 200g,"2,39 €",,https://www.spar.si/online/nastrgani-mandlji-spar-200g/p/274032
Spar,sadje in zelenjava,suho sadje in orescki,200479,Pear 200g,"1,39 €",,https://www.spar.si/online/kokos-moka-spar-200g/p/200479
Spar,sadje in zelenjava,suho sadje in orescki,553078,Pear 100g,"1,49 €",,https://www.spar.si/online/kandirane-cesnje-spar-100g/p/553078
Spar,sadje in zelenjava,suho sadje in orescki,200479,Pear 200g,"1,39 €",,https://www.spar.si/online/kokos-moka-spar-200g/p/200479
Spar,sadje in zelenjava,suho sadje in orescki,200222,Rice 200g,"0,95 €",,https://www.spar.si/online/suhe-rozine-spar-200g/p/200222
Spar,sadje in zelenjava,suho sadje in orescki,305976,Rice 200g,"1,49 €",,https://www.spar.si/online/zlate-rozine-spar-200g/p/305976
Spar,sadje in zelenjava,suho sadje in orescki,648072,Lime 200g,"2,09 €",,https://www.spar.si/online/suhe-slive-brez-koscic-brez-konzervansov-spar-200-g/p/648072
Spar,sadje in zelenjava,suho sadje in orescki,353947,Semolina 150g,"4,99 €",,https://www.spar.si/online/pistacija-soljena-ltje-150g/p/353947
Spar,sadje in zelenjava,suho sadje in orescki,200489,Pear 200g,"2,99 €",,https://www.spar.si/online/lesniki-jedrca-spar-200g/p/200489
Spar,sadje in zelenjava,suho sadje in orescki,340799,Lentils 200g,"1,79 €","REDNA CENA 1,99 €",https://www.spar.si/online/mleti-orehi-spar-200g/p/340799
Spar,sadje in zelenjava,strocnice in semena,658400,Pear 500g,"2,49 €",,https://www.spar.si/online/bio-cicerika-spar-naturpur-500g/p/658400
Spar,sadje in zelenjava,strocnice in semena,658401,Mango 500g,"2,49 €",,https://www.spar.si/online/bio-fizol-mungo-spar-naturpur-500g/p/658401
Spar,sadje in zelenjava,strocnice in semena,446076,Tempeh 250g,"1,39 €",,https://www.spar.si/online/bio-sezamovo-seme-spar-naturpur-250g/p/446076
Spar,sadje in zelenjava,strocnice in semena,311753,Bun 200g,"2,99 €",,https://www.spar.si/online/bio-bucna-semena-spar-naturpur-200g/p/311753
Spar,sadje in zelenjava,strocnice in semena,658399,Pear 500g,"2,99 €",,https://www.spar.si/online/bio-beluga-leca-spar-naturpur-500g/p/658399
Spar,sadje in zelenjava,strocnice in semena,658400,Pear 500g,"2,49 €",,https://www.spar.si/online/bio-cicerika-spar-naturpur-500g/p/658400
Spar,sadje in zelenjava,strocnice in semena,658401,Mango 500g,"2,49 €",,https://www.spar.si/online/bio-fizol-mungo-spar-naturpur-500g/p/658401
Spar,sadje in zelenjava,strocnice in semena,658399,Pear 500g,"2,99 €",,https://www.spar.si/online/bio-beluga-leca-spar-naturpur-500g/p/658399
Spar,sadje in zelenjava,strocnice in semena,153596,Tea 500g,"1,69 €",,https://www.spar.si/online/posusena-cicerika-despar-500g/p/153596
Spar,sadje in zelenjava,strocnice in semena,147364,Tea 500g,"1,99 €",,https://www.spar.si/online/fizol-cannellini-despar-500g/p/147364
Spar,sadje in zelenjava,strocnice in semena,446076,Tempeh 250g,"1,39 €",,https://www.spar.si/online/bio-sezamovo-seme-spar-naturpur-250g/p/446076
Spar,sadje in zelenjava,strocnice in semena,311753,Bun 200g,"2,99 €",,https://www.spar.si/online/bio-bucna-semena-spar-naturpur-200g/p/311753
Spar,sadje in zelenjava,strocnice in semena,565643,Banana 350g,"2,39 €",,https://www.spar.si/online/bio-lanena-semena-drobljena-spar-naturpur-350g/p/565643
Spar,sadje in zelenjava,strocnice in semena,339922,Bun 200g,"2,99 €",,https://www.spar.si/online/bio-bucna-semena-prazena-in-soljena-spar-naturpur-200g/p/339922
Spar,sadje in zelenjava,strocnice in semena,594587,Green peas 350g,"2,99 €",,https://www.spar.si/online/bio-mesanica-semen-spar-naturpur-350g/p/594587
Spar,sadje in zelenjava,sveza zelisca in zacimbe,483850,Onion 300g,"2,59 €",,https://www.spar.si/online/bio-petersilj-korenina-spar-naturpur-300g/p/483850
Spar,sadje in zelenjava,sveza zelisca in zacimbe,483850,Onion 300g,"2,59 €",,https://www.spar.si/online/bio-petersilj-korenina-spar-naturpur-300g/p/483850
Spar,sadje in zelenjava,sveza zelisca in zacimbe,122024,Salami 100g,"2,49 €",,https://www.spar.si/online/kalcki-alfa-100g/p/122024
Spar,sadje in zelenjava,sveza zelisca in zacimbe,327288,Tea 50g,"2,29 €",,https://www.spar.si/online/kalcki-redkvica-50g/p/327288
Spar,sadje in zelenjava,sveze pripravljeni napitki in solate,449013,Oats 1000g,"3,00 €",,https://www.spar.si/online/solata-s-piscancjimi-fingersi-spar-to-go-1kg/p/449013
Spar,sadje in zelenjava,sveze pripravljeni napitki in solate,541861,Potato 1000g,"2,09 €",,https://www.spar.si/online/testenine-s-sunko-spar-to-go-1kg/p/541861
Spar,sadje in zelenjava,sveze pripravljeni napitki in solate,449013,Oats 1000g,"3,00 €",,https://www.spar.si/online/solata-s-piscancjimi-fingersi-spar-to-go-1kg/p/449013
Spar,sadje in zelenjava,sveze pripravljeni napitki in solate,541861,Potato 1000g,"2,09 €",,https://www.spar.si/online/testenine-s-sunko-spar-to-go-1kg/p/541861
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,568451,Yogurt 250g,"0,46 €",,https://www.spar.si/online/jogurtov-napitek-na-turski-nacin-ayran-spar-250g/p/568451
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,493760,Milk 500g,"1,89 €",,https://www.spar.si/online/kondenzirano-mleko-spar-500g/p/493760
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,493760,Milk 500g,"1,89 €",,https://www.spar.si/online/kondenzirano-mleko-spar-500g/p/493760
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,552081,Mustard 0g,"1,39 €",,https://www.spar.si/online/trajno-mleko-brez-laktoze-35-mm-spar-free-from-1l/p/552081
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,392118,Skim milk 180g,"0,74 €",,https://www.spar.si/online/kislo-mleko-cvrsto-32-mm-zelene-doline-180g/p/392118
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,147699,Skim milk 500g,"1,62 €",,https://www.spar.si/online/kislo-mleko-11-mm-planika-500g/p/147699
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,443630,Skim milk 180g,"0,68 €",,https://www.spar.si/online/bohinjsko-kislo-mleko-bohinjska-sirarna-180g/p/443630
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,552457,Skim milk 500g,"1,75 €",,https://www.spar.si/online/bohinjsko-kislo-mleko-bohinjska-sirarna-500g/p/552457
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,587528,Skim milk 200g,"0,94 €",,https://www.spar.si/online/bio-kislo-mleko-32-mm-brez-gso-mlekarna-krepko-200g/p/587528
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,568451,Yogurt 250g,"0,46 €",,https://www.spar.si/online/jogurtov-napitek-na-turski-nacin-ayran-spar-250g/p/568451
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,636223,Tea 130g,"2,59 €",,https://www.spar.si/online/bio-ovseni-desert-vanilja-the-bridge-2x130g/p/636223
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,636224,Tea 130g,"2,59 €",,https://www.spar.si/online/bio-ovseni-desert-s-cokolado-the-bridge-2x130g/p/636224
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,567042,Semolina 125g,"3,19 €",,https://www.spar.si/online/sojin-desert-vanilija-alpro-4x125g/p/567042
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,567044,Semolina 125g,"3,19 €",,https://www.spar.si/online/sojin-desert-cokolada-alpro-4x125g/p/567044
Spar,hlajeni in mlecni izdelki,mleko in mlecni napitki,619856,Brown rice 130g,"2,59 €",,https://www.spar.si/online/bio-rizev-desert-vanilja-the-bridge-2x130g/p/619856
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,259842,Pasta 500g,"2,83 €",,https://www.spar.si/online/nepasirana-polmastna-skuta-spar-500g/p/259842
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,541806,Mustard 400g,"1,19 €",,https://www.spar.si/online/kisla-smetana-20-mm-spar-400g/p/541806
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,259841,Pasta 500g,"2,49 €",,https://www.spar.si/online/nepasirana-pusta-skuta-spar-500g/p/259841
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,625361,Mustard 250g,"1,09 €",,https://www.spar.si/online/skuta-iz-pasteriziranega-mleka-20-mm-spar-250g/p/625361
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,259842,Pasta 500g,"2,83 €",,https://www.spar.si/online/nepasirana-polmastna-skuta-spar-500g/p/259842
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,259841,Pasta 500g,"2,49 €",,https://www.spar.si/online/nepasirana-pusta-skuta-spar-500g/p/259841
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,625361,Mustard 250g,"1,09 €",,https://www.spar.si/online/skuta-iz-pasteriziranega-mleka-20-mm-spar-250g/p/625361
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,625365,Sugar 250g,"1,13 €",,https://www.spar.si/online/skuta-iz-posnetega-pasteriziranega-mleka-pasirana-spar-250g/p/625365
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,331718,Sugar 250g,"1,49 €",,https://www.spar.si/online/bio-nepasirana-skuta-20-spar-naturpur-250g/p/331718
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,541806,Mustard 400g,"1,19 €",,https://www.spar.si/online/kisla-smetana-20-mm-spar-400g/p/541806
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,533639,Pear 180g,"0,79 €",,https://www.spar.si/online/kisla-smetana-spar-180g/p/533639
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,502947,Pear 250g,"0,94 €",,https://www.spar.si/online/bio-kisla-smetana-15-spar-naturpur-250g/p/502947
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,378176,Bread 250g,"0,76 €",,https://www.spar.si/online/kisla-smetana-brez-laktoze-15-spar-free-from-250g/p/378176
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,460546,Mustard 10g,"0,95 €",,https://www.spar.si/online/smetana-za-kavo-10-mm-spar-20x10g/p/460546
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,425086,Pear 500g,"1,99 €",,https://www.spar.si/online/smetana-za-kuhanje-spar-500g/p/425086
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,592437,Milk 0g,"1,57 €",,https://www.spar.si/online/bio-mleko-35-m-m-brez-laktoze-spar-free-from-1l/p/592437
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,498268,Miso 250g,"2,99 €",,https://www.spar.si/online/namaz-z-maslom-in-repicnim-oljem-spar-250-g/p/498268
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,650837,Mango 250g,"2,89 €",,https://www.spar.si/online/cajno-maslo-spar-250g/p/650837
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,269107,Miso 250g,"2,79 €",,https://www.spar.si/online/surovo-maslo-spar-250g/p/269107
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,461963,Pear 200g,"1,85 €",,https://www.spar.si/online/kokosova-mascoba-spar-200g/p/461963
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,444929,Mango 250g,"2,69 €",,https://www.spar.si/online/maslo-brez-laktoze-spar-free-from-250g/p/444929
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,601688,Cottage cheese 200g,"1,39 €",,https://www.spar.si/online/bio-svezi-zrnati-sir-cottage-cheese-spar-naturpur-200g/p/601688
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,542285,Green peas 125g,"2,08 €",,https://www.spar.si/online/namaz-liptaver-spar-premium-125g/p/542285
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,554652,Paprika 150g,"1,19 €",,https://www.spar.si/online/sirni-namaz-paprika-in-cili-s-budget-150g/p/554652
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,548511,Cottage cheese 250g,"0,94 €",,https://www.spar.si/online/svezi-sir-natur-cottage-cheese-s-budget-250g/p/548511
Spar,hlajeni in mlecni izdelki,smetana skuta maslo namazi,609226,Spread 200g,"1,29 €",,https://www.spar.si/online/pripravek-iz-svezega-sira-z-zelisci-s-budget-200g/p/609226
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,292934,Pudding 200g,"0,37 €",,https://www.spar.si/online/puding-vanilija-s-smetano-spar-200g/p/292934
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,294095,Yogurt 150g,"0,48 €",,https://www.spar.si/online/navadni-jogurt-15-mm-lca-spar-150g/p/294095
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,499589,Vinegar 60g,"0,99 €",,https://www.spar.si/online/mlecni-desert-ingo-spar-4x60g/p/499589
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,251615,Yogurt 500g,"1,13 €",,https://www.spar.si/online/jogurt-borovnica-spar-500g/p/251615
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,503920,Yogurt 180g,"0,89 €",,https://www.spar.si/online/ovcji-jogurt-iz-pasteriziranega-ovcjega-mleka-spar-180g/p/503920
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,294095,Yogurt 150g,"0,48 €",,https://www.spar.si/online/navadni-jogurt-15-mm-lca-spar-150g/p/294095
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,503920,Yogurt 180g,"0,89 €",,https://www.spar.si/online/ovcji-jogurt-iz-pasteriziranega-ovcjega-mleka-spar-180g/p/503920
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,368764,Yogurt 180g,"0,44 €",,https://www.spar.si/online/navadni-jogurt-13-mm-spar-180g/p/368764
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,638803,Yogurt 500g,"0,92 €",,https://www.spar.si/online/tekoci-jogurt-32-mm-spar-500g/p/638803
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,499589,Vinegar 60g,"0,99 €",,https://www.spar.si/online/mlecni-desert-ingo-spar-4x60g/p/499589
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,251615,Yogurt 500g,"1,13 €",,https://www.spar.si/online/jogurt-borovnica-spar-500g/p/251615
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,251613,Yogurt 500g,"0,92 €",,https://www.spar.si/online/jogurt-jagoda-spar-500g/p/251613
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,648031,Yogurt 500g,"1,39 €",,https://www.spar.si/online/jogurt-jagoda-spar-500g/p/648031
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,648040,Banana 500g,"1,39 €",,https://www.spar.si/online/jogurt-ananas-in-kokos-spar-500g/p/648040
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,562783,Pear 60g,"1,42 €",,https://www.spar.si/online/cokoladni-mousse-spar-4x60g/p/562783
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,560071,Pear 50g,"1,64 €",,https://www.spar.si/online/bio-skutin-pripravek-s-sadjem-frubi-doo-spar-6x50g/p/560071
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,633366,Lentils 200g,"0,69 €",,https://www.spar.si/online/mlecni-riz-s-budget-200g/p/633366
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,659037,Yogurt 180g,"0,79 €",,https://www.spar.si/online/skutina-krema-z-jogurtom-in-jagodami-s-budget-180g/p/659037
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,633369,Lentils 200g,"0,69 €",,https://www.spar.si/online/mlecni-riz-s-cokoladnim-pripravkom-s-budget-200g/p/633369
Spar,hlajeni in mlecni izdelki,jogurti deserti in pudingi,292934,Pudding 200g,"0,37 €",,https://www.spar.si/online/puding-vanilija-s-smetano-spar-200g/p/292934
